"","k = 2","k = 3","k = 4","k = 5","k = 6","k = 7","k = 8","k = 9","k = 10"
"67",0.992236581483901,0.965079231064583,0.967711398525581,0.733826172420358,0.749175166871022,0.67055592376411,0.488558211083158,0.508876901443224,0.537000182305276
"68",0.972785599029057,0.979970733519247,0.726190382770833,0.856232355230591,0.652344811873469,0.641668364079605,0.443048703625933,0.458245683715773,0.45083168460691
"69",0.975993126429696,0.983329315569684,0.616963114184818,0.658713413854416,0.657110618459539,0.549320757199506,0.631499190971423,0.471584182158742,0.56685918817654
"70",0.744331336191999,0.986444461462897,0.941896667612002,0.907314263075157,0.560234185903757,0.463487838910632,0.675695424026022,0.429548678721383,0.439927160337171
"71",0.746784960875033,0.962172320101706,0.609484564351299,0.923223000523425,0.650411806576998,0.484709280590035,0.578879281849023,0.522255394921041,0.454574672754422
"72",0.740359561117669,0.963862535758298,0.894906993023333,0.616884323541384,0.746730471619065,0.465774957450584,0.472190715858704,0.633612004088835,0.523482827844885
"73",0.962897748099708,0.982951686290152,0.628417105424564,0.844951354801222,0.70765291371999,0.700293122595602,0.529748974049925,0.554758433108847,0.461545749992221
"74",0.964699858420285,0.950425702656331,0.937715294272098,0.747087580953099,0.602685722727737,0.496413839218478,0.513668624494478,0.644085085548348,0.481313179652316
"75",0.958238857739174,0.947541368429538,0.829851230085588,0.702905509449714,0.589023656355734,0.557387982173834,0.486642367912628,0.479766056946533,0.614139994747995
"76",0.513689465556823,0.964840605237236,0.618640872951784,0.808734572406699,0.770517384400328,0.496639540018061,0.52650366189594,0.523270298578563,0.632797859234319
"77",0.966003762531398,0.962972883654517,0.626132633255544,0.497891241152096,0.625986543146977,0.537327895839016,0.576221700622064,0.510570807055034,0.595654991277303
"78",0.725305949259458,0.982818929225431,0.868589612006741,0.569041934117525,0.616379865295561,0.679136455367376,0.619843141014648,0.582762869932874,0.64519809905782
"79",0.97362825914346,0.968176187350176,0.840959901157217,0.583853971889832,0.661897366370273,0.569507894771811,0.610027964035679,0.48139072684686,0.597335124440698
"80",0.753620790513398,0.956209650614887,0.612637340930966,0.733610607370068,0.760033493765432,0.577433567075718,0.494419681349329,0.437262931014956,0.550724919558996
"81",0.741742829379622,0.95020672233138,0.67902883268976,0.825045975655128,0.548586360758714,0.599709124876692,0.597476740602211,0.451684682943925,0.554548977713899
"82",0.904183949644395,0.961362907969565,0.898880841327892,0.806344082554653,0.562419378208145,0.535572070197264,0.661611585706605,0.543054120939642,0.573752291117019
"83",0.972010814425227,0.97587602112096,0.613493169814282,0.815384640745943,0.643325878653131,0.491383075680354,0.561500058409564,0.478778034523709,0.506062079614715
"84",0.515992376820652,0.980647867648164,0.946382510156929,0.838538199636987,0.695622624260405,0.611335958651188,0.594006127827698,0.477024543738309,0.538497065557655
"85",0.975648753572429,0.963664976724608,0.664360785892773,0.641055042328035,0.566321144589327,0.50357502845247,0.51355753692709,0.476513642715874,0.59134603978118
"86",0.959657266641053,0.97802627768404,0.88050308878433,0.830803542895716,0.720251802214651,0.672742682903212,0.480241548763453,0.679673543321076,0.721099291667945
"87",0.724485043313273,0.975719430955312,0.90257864669776,0.756022532682776,0.61645683972888,0.857648676194904,0.576553828628027,0.523682046066087,0.572334007958247
"88",0.511678316640505,0.946450055389333,0.929514623210557,0.71674853468321,0.584757368390593,0.569876998012873,0.631832215831262,0.505008574150462,0.540678456616588
"89",0.735162871680458,0.959066844363592,0.968696541233493,0.78723605399452,0.59315302272886,0.579698327117237,0.690830383193261,0.545718706329779,0.539335346283575
"90",0.798818047134755,0.988217965689409,0.950578832621994,0.894138774632521,0.671756200538249,0.560085087091992,0.623513341683316,0.69520745445805,0.523863080340546
"91",0.740933725339401,0.979113298388939,0.7178574069693,0.914577927237053,0.560542420612585,0.518313304866647,0.585556792454285,0.546206996078531,0.599745796755074
"92",0.970131948201722,0.969943037402086,0.852040734652129,0.654564971276486,0.759715163418404,0.509713222955254,0.437188400976778,0.476341812051198,0.521442955438853
"93",0.718244424669759,0.985834153196309,0.731180681272398,0.860628439784774,0.647956927207759,0.531875366286876,0.40758349227206,0.631222466714598,0.462791651775489
"94",0.739714382834511,0.947574093533142,0.955786384328965,0.847089934820718,0.463059095817151,0.534369246769235,0.550726255741406,0.707084405225544,0.41961097602328
"95",0.98415622342136,0.963888601701689,0.92875985045178,0.903729769414152,0.637918406345106,0.596855346055095,0.449901242515467,0.478056960434954,0.597948151764128
"96",0.850664175044132,0.985553440062499,0.859225538373634,0.699696922649686,0.569824688838044,0.480942509537709,0.452481381980907,0.451395559146317,0.512761975175517
"97",0.985133675889644,0.964119600699329,0.964391315053645,0.755566457099117,0.675779407957627,0.499140139932358,0.551884055437308,0.480899640604196,0.574279738456736
"98",0.755260682496491,0.958502628073735,0.951472579625762,0.587135097274781,0.877456354491996,0.679908393327659,0.692475859021477,0.442638565716267,0.539946409546474
"99",0.730176043307345,0.969406898885267,0.959461769318038,0.912308296050978,0.621157465739985,0.604481802131711,0.46310552485652,0.609190951704039,0.684791094874437
"100",0.982745845908918,0.964941732693342,0.866564605599934,0.739789520087095,0.664810374696984,0.535299498651214,0.613297094733618,0.474956336320916,0.462236982601103
